categories,channel_id,crawl_date,description,dislike_count,display_id,duration,like_count,tags,title,upload_date,view_count
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:18.7,"The girls had so much fun cheerleading at their first game ever!  We are so proud of the girls they just started cheerleading and they did so good! Cody had to miss his first game because he was sick.

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",16,1ylBPMD6a1M,647,1625,"cheerleading,first game ever,cheer,first game,game,cheer leading,cheerleading half time show,cheerleading 2017,cheer fun,cheer routine,half time,crazy middles,large family,family vloggers,fun,crazy,silly,lol,big family",CHEERLEADING! | FIRST GAME EVER!,26/08/2017 0:00,78461
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:21.6,"Which kids are siblings? We talk about our adoption story and how we became a family with 22 kids!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",99,gpyYHwOQlRQ,719,8824,"ADOPTION STORY,our adoption story,which kids are siblings,siblings,adoption story older children,adoption story 2017,adopt,adopted,siblings react,crazy middles,foster care,adopted from foster care,foster care story,crazy story,large adopted family,family story,story,family,large family,big family,lots of kids,funny,silly,crazy",WHICH KIDS ARE SIBLINGS? | OUR ADOPTION STORY,17/08/2017 0:00,467604
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:22.1,"Poor Aubrey is not feeling well.  She gets silly in the Dr. Office!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",19,M2vBdMP2-mg,629,2120,"poor Aubrey,feelin sick,sick,ear infection,sore throat,dr appt,dr office,silly,funny,family vloggers,vloggers,family,adoptive family,foster,foster care,large family,crazy,crazy middles",POOR AUBREY!!,16/08/2017 0:00,139975
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:22.6,"The kids are so excited for their fist day back to school!  We also show how we do breakfast with this many kids!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",53,H0chUK2Jf1A,709,3346,"fist day of school,school,excited for school,first day of high school,high school,first day of elementary school,first day of middle school,first day of school vlog,FAMILY VLOGGERS,family,vloggers,large family,big family,crazy,crazy family,fun,funny,lol",FIRST DAY OF SCHOOL | BREAKFAST AREA TOUR!,15/08/2017 0:00,251482
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:24.3,"Lacey gets the job done and proves that she can do it just as good as the boys!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",5,fo94daFt9CA,578,584,"WHO NEEDS BOYS,CRAZY MIDDLES,BOYS,CRAZY,FUNNY,SILLY,WOMEN CAN DO IT,WORKING ON THE HOUSE,FUNNY FAMILY,large family,just as good as the boys,big family,family vloggers,great,vlog",WHO NEEDS BOYS!,06/08/2017 0:00,26151
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:23.7,"Landon saw a commercial about Pocket Racers and had to have one! The boys got Pocket Racers in the mail today, they are so excited to try them out!!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",9,PsQZS-7myc4,685,328,"pocket racers commercial,pocket racers,rc pocket racers,pocket racers review,rc pocket racer reveiw,commercial rc pocket racers,unboxing pocket review,rc pocket toy review,racers,toy car,rc toy pocket review,toy review,unbloxing pocket racer,ramps for pocket racers,crazy middles,funny,family vloggers,large family,big family,silly,crazy,toys",POCKET RACERS!,09/08/2017 0:00,9458
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:24.9,"We found out the results of our foster care inspection on the house.

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",5,G-yzSmG-CmU,710,1119,"we can't believe it,crazy results,home inspection,foster care,foster care home inspection,crazy middles,crazy,family vloggers,believe it,vloggers,large family,big family,lots of kids,funny,silly,awesome,foster,adoption,adoption story",WE CAN'T BELIEVE IT!,03/08/2017 0:00,55156
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:25.5,"Cody is so excited! He got something today that he has always wanted!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",2,3iwWCfl1FTE,501,604,"cody is so excited,so excited,excited,fan mail,first car,new car,truck,crazy middles,big family,cody,large family,family vloggers,crazy,silly,vloggers,large,funny",CODY IS SO EXCITED!,01/08/2017 0:00,21265
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:27.1,"Today we baptize 6 kids! They are so excited to be members of our church.  Kylie also comes to visit and brings her cute dog!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",16,aAGgCRMBy9o,481,1363,"baptism day,baptize,mormon church,lds church baptism,lds,mormon,mormon religion,crazy middles,cute dog,dog,large family,family,vlogger,cute,crazy,fun,big family,crazy family",BAPTISM DAY!,23/07/2017 0:00,77294
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:26.0,"Lacey's cheer leading shoes finally came! She is so excited! The kids also do some crazy flips at the swimming pool!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",3,T3bOoDx9BSk,608,691,"They came,new shoes,cheer leading,cheer shoes,post office,mail,mail time,swimming pool,diving flips,awesome tricks,shoes,fun,crazy,crazy middles,crazy flips,excited,awesome,vidoes,funny videos,family vloggers",THEY CAME!!,26/07/2017 0:00,26410
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:26.5,"Today Miles leaves us and goes back to Phoenix! We will miss so much!!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",7,M_zljsoTXNs,566,761,"DON'T LEAVE US,LEAVE US,GOODBYE,SAD,DON'T LEAVE US THIS WAY,CRAZY MIDDLES,DON'T LEAVE ME,SAD DAY,CRAZY,FUNNY,SILLY,CRY,SNAILS,RAIN,MAIL,CHEER SHOES,LARGE FAMILY,FAMILY VLOGGERS",DON'T LEAVE US!!,24/07/2017 0:00,31128
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:28.4,"Mason is so excited for today!! We also have a fashion show, and Landon got a new fish that he named Clyde!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",6,lHDddqClRpM,457,831,"guess what today is,fun day,fashion show,new fish,birthday,special day,baptism dresses,show,fish,birthday fun,large family,big family,silly,crazy,crazy middles,vlogs,family vlogs",GUESS WHAT TODAY IS?!?,20/07/2017 0:00,45106
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:27.8,"We have a very special guest!! We are so excited for our family to come and visit us!!!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",6,CDqPTBllW9c,385,764,"we have a special guest,special guest,guest,family,family visit,visit,special visit,crazy middles,family vloggers,large family,family videos,big family,crazy,funny,silly,cleaning",WE HAVE A SPECIAL GUEST!!!,21/07/2017 0:00,30563
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:29.0,"Our cheerleaders head to run a mini-cheer camp for little girls,  the air conditioner goes out and makes the house really hot, and we send the kids to the pool to cool down.  Of course, they bring another visitor back from the pool/park.

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",9,ZqZa6qoKBuA,779,956,"Surprise,cheerleaders,air conditioner,house really hot,kids in pool,cheer camp,camp camp,camp,cool down,visitor,park,pool,frog,toad,crazy middles",SURPRISE!,19/07/2017 0:00,44858
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:31.3,"More work on the house and lots of fun for 4th of July!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",4,H72gXZvh6Jg,596,554,"DAd broke it,broke it,break things,HOUSE DEMO,demo,breaking,broken glass,glass,4th of july,july 4th,fireworks,fun,crazy,crazy middles,family vloggers,vloggers,family,fun family,large famiy,big family",DAD BROKE IT!,05/07/2017 0:00,19386
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:31.9,"We are excited to introduce our new kids AJ and Paul!  We waited so long for them to join our family, so happy to have them!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",11,9jJhf7qWk5c,436,1683,"meet our new kids,new kids,adoption,foster care adoption story,adoption story,foster kids,foster care,crazy middles,foster family,silly,funny,big family,more kids,family,large family,family vloggers",MEET OUR NEW KIDS!,03/07/2017 0:00,81676
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:32.4,"Jared got a new toy and wants to burn everything! We also are doing more work on our new house!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",0,UODC2F6p9GI,460,320,"burn baby burn,flame thrower,flames,fire,weed burning,burning,crazy middles,crazy fire,fire starter,weeds on fire,painting house,work on house,painting,crazy,funny,silly,large family,big family",BURN BABY BURN!!,01/07/2017 0:00,8178
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:33.0,"Braxton and Aubrey got new glasses and we got our first fan mail at our new home!

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",4,txvi3Dlf8O0,628,624,"new glasses,fan mail,crazy middles,funny family,great,glasses,new,mowing the lawn,crazy,large family,big family,family vloggers,family,mail,fan mail stuff",YES!! NEW GLASSES!!,29/06/2017 0:00,26331
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:33.6,"Kids had fun playing in a nearby pond.  Here are some clips of the last few days.

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",3,-3Fi4eO02uU,706,551,"we love you,love you,fathers day,crazy middles,family fun,fun at the pond,pond swimming,pond,fun,family vloggers,large family,big family,crazy,crazy fun",WE LOVE YOU!,25/06/2017 0:00,18816
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:34.7,"The kids find a snake and try to hold it! Cody does a lot of demo work on our new house.

We have a new fan mail address!
Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",0,SwELu3g3lx4,849,449,"afraid of a snake,snake,hold a snake,house demo,demo,crazy middles,crazy,family vloggers,silly,funny,big family,large family,vloggers,frog,rainbow,birthday",AFRAID OF A SNAKE!,09/06/2017 0:00,13204
