display_id,label,category,view_count,like_count,channel_id,description,dislike_count,duration,tags,title,upload_date
_7806jbFX10,Borderline,Film & Animation,10419,35,UCzPSQlQijuUJhTXW7XHAG9Q,"Here is the 6th part, It looks like Rukia is chasing the funny guy name ""Jack Spicer"".No complaints or dislikes! Enjoy and comment!
Cast:
Melody (The Little Mermaid 2: Return of the Sea) as Young Judy Hopps
Gaston (Beauty and the Beast) as Tiger
Mowgli (The Jungle Book) as Jaguar
Hunter Steele (Spider Riders) as Bobby Catmull
Prince Eric and Ariel (The Little Mermaid) as Stu and Bonnie Hopps
Alice (Alice in Wonderland (1951)) as Sharla
Young Lloyd (LEGO Ninjago) as Young Gideon Grey
Mac (Foster's Home for Imaginary Friends) as Travis
Sherman (Mr. Peabody and Sherman) as Gareth
Vice Principal Luna (My Little Pony: Equestria Girls) as Major Friedkin
Rukia Kuchiki (Bleach) as Judy Hopps
Buzz Lightyear (Toy Story) as Boxing Rhino
Amos Slade (The Fox and the Hound) as Leodore Lionheart
Lady Bat (Mermaid Melody) as Bellwether
Crysta (Fern Gully: The Last Rainforest) as Gazelle
Momma (The Ant Bully) as Dharma Armadillo
Eugene Fiztherbert (Tangled) as Bucky Oryx-Antlerson
Kronk (The Emperor's New Groove) as Oryx-Antlerson
Jafar (Aladdin) as Wolf got arrested by Police officer
Peter Pan as Benjamin Clawhauser
Pacha (The Emperor's New Groove) as Officer McHorn
Jakob H. as Chief Bogo
Jaden Yuki (Yu-Gi-Oh GX) as Nick Wilde
Alejandro Burromuerto (Total Drama) as Jerry Jumbeaux Jr.
Razoul (Aladdin) as Finnick
Tiana (The Princess and the Frog) as Female Elephant
Jack Spicer (Xiaolin: Showdown) as Duke Weaselton
Ronin (Lego Ninjago) as Frantic Pig
Sunset Shimmer (My Little Pony: Equestria Girls) as Fru Fru

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,298,"zootopia,movie,spoof,parody,crossover,human",Humantopia Part 6 - The Guy Chase,2017-04-06 0:00:00
HvtclvP5STY,Borderline,Film & Animation,18675,71,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's is my own 26th spoof of ""Humantopia"",Here is the first part of Humantopia,No complaints or dislikes! Enjoy and comment!
Cast:
Melody (The Little Mermaid 2: Return of the Sea) as Young Judy Hopps
Gaston (Beauty and the Beast) as Tiger
Mowgli (The Jungle Book) as Jaguar
Hunter Steele (Spider Riders) as Bobby Catmull
Prince Eric and Ariel (The Little Mermaid) as Stu and Bonnie Hopps
Alice (Alice in Wonderland (1951)) as Sharla
Young Lloyd (LEGO Ninjago) as Young Gideon Grey
Mac (Foster's Home for Imaginary Friends) as Travis
Sherman (Mr. Peabody and Sherman) as Gareth

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",4,326,"zootopia,movie,spoof,parody,crossover,human",Humantopia Part 1 - Prologue/Lloyd,2017-04-01 0:00:00
v2JGUk-yUzE,Borderline,Film & Animation,19110,40,UCzPSQlQijuUJhTXW7XHAG9Q,Here is the cast video of my own another Toy Story spoof films.,7,255,"toy,story,movie,spoof,parody,crossover,cast,video,animal","""Animal Story"" cast video",2017-03-25 0:00:00
wnkkccmoCSA,Borderline,Film & Animation,5715,24,UCzPSQlQijuUJhTXW7XHAG9Q,Here is the cast of my own Tangled Spoof Film.,0,175,"tangled,movie,spoof,parody,crossover,cast,video",Tangled (Dragon Rockz Style) cast video,2017-03-18 0:00:00
ZzFj5A0YBS8,Borderline,Film & Animation,37163,74,UCzPSQlQijuUJhTXW7XHAG9Q,"My Third Mother Gothel video.

I own nothing.",18,66,"arlo,the,good,dinosaur,mother,gothel,tangled",Arlo defeats Mother Gothel,2017-03-18 0:00:00
nIw-lxaqzPU,Borderline,Film & Animation,8962,37,UCzPSQlQijuUJhTXW7XHAG9Q,"Here is the trailer of my The Lion King Sequel Spoof Film, No complaints or dislikes! Enjoy and comment!

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",5,97,"the,lion,king,lion king 3,movie,spoof,parody,crossover,sequel",The Japanese King 3: Hakuna Matata Trailer,2017-03-11 0:00:00
uoS3hPLkGQQ,Borderline,Film & Animation,10533,39,UCzPSQlQijuUJhTXW7XHAG9Q,Here is the cast video of The Japanese King 3,4,80,"the,lion,king,movie,spoof,parody,crossover,sequel",The Japanese King 3: Hakuna Matata Cast Video,2017-03-10 0:00:00
z-ncaMYQvCA,Borderline,Film & Animation,3852,12,UCzPSQlQijuUJhTXW7XHAG9Q,"This is a sneak peek of The Pagemaster (Dragon Rockz),No complaints or dislikes! Enjoy and comment!

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,118,"the,pagemaster,movie,spoof,parody,crossover","""The Pagemaster (Dragon Rockz Style)"" Sneak Peek",2017-03-06 0:00:00
EOQiHjEh0hs,Borderline,Film & Animation,3184,10,UCzPSQlQijuUJhTXW7XHAG9Q,"Here is the trailer of my The Pagemaster Spoof Film, No complaints or dislikes! Enjoy and comment!

NOTE: This is the after of Animals Inc.

NOTE 2: And yes, I changed Godzilla to Zilla (1998) as The Dragon, Because my friend Tyrannosaurus Rulez said ""Godzilla 2014 is not a bad guy""

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,65,"the,pagemaster,movie,spoof,parody,crossover",The Pagemaster (Dragon Rockz Style) Trailer,2017-03-04 0:00:00
OmCBUZfM_pQ,Borderline,Film & Animation,4125,20,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's is my cast video of The Pagemaster,,No complaints or dislikes! Enjoy and comment!

NOTE: Look I know Godzilla (2014) was a good character in this movie, But Zilla in (1998) Movie, He's a bad character",1,98,"the,pagemaster,movie,spoof,parody,crossover,cast,video,dragon rockz",The Pagemaster (Dragon Rockz Style) cast video,2017-02-21 0:00:00
m2UrR2Z4Sb4,Borderline,Film & Animation,25878,67,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 19, Hiro and Ichigo are now brothers, and Rukia and Ichigo is the new Queen and King,No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",4,211,"the,lion,king,movie,spoof,parody,crossover,sequel",The Japanese King 2: Hiro's Pride Part 19 - One Once Again,2017-02-19 0:00:00
ZKVVqlJyilw,Borderline,Film & Animation,16422,50,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 17,Rukia is now happy and Ichigo is now happy,No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",3,216,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz","The Japanese King 2: Hiro's Pride Part 17 - ""Love Will Find a Way""",2017-02-17 0:00:00
K64_OXJt_uo,Borderline,Film & Animation,21100,58,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 16,Rukia has been run away from her brother named ""Hiro"",No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",2,107,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz",The Japanese King 2: Hiro's Pride Part 16 - Rukia Defies Her Brother,2017-02-16 0:00:00
bQ560Wx0zu0,Borderline,Film & Animation,60053,116,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 18,This is gonna be an epic final showdown, Well Cruella is no more,No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",17,469,"the,lion,king,movie,spoof,parody,crossover,hiro,hamada,japanese,sequel",The Japanese King 2: Hiro's Pride Part 18 - War!,2017-02-18 0:00:00
mKCvC9B15OM,Borderline,Film & Animation,30119,65,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 15,Ichigo is a Inhuman Monster,No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",8,224,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz","The Japanese King 2: Hiro's Pride Part 15 - Ichigo's Exile ""One of Us""",2017-02-15 0:00:00
x7_KxdtzcPk,Borderline,Film & Animation,34545,66,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 14, It looks like Hiro has been ambushed by Outsiders, Well That's the end of ""Rasputin"",No complaints or dislikes! Enjoy and comment!
NOTE: I just removed blood, that because It was made with storyboard
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",4,345,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz",The Japanese King 2: Hiro's Pride Part 14 - Ambush!,2017-02-14 0:00:00
8Lnc07JbFUQ,Borderline,Film & Animation,15370,42,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's part 13, Ichigo and Rukia is having inlove, Happy Valentines Day,No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",4,298,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz","The Japanese King 2: Hiro's Pride Part 13 - ""Upendi""",2017-02-13 0:00:00
XZMKEYrn2Do,Borderline,Film & Animation,4405,19,UCzPSQlQijuUJhTXW7XHAG9Q,"Here is the trailer of my Frozen Spoof Film, No complaints or dislikes! Enjoy and comment!",0,151,"frozen,movie,spoof,parody,crossover,style,dragon rockz",Frozen (Dragon Rockz style) Trailer,2017-02-12 0:00:00
q5YlklZ8AZc,Borderline,Film & Animation,3675,13,UCzPSQlQijuUJhTXW7XHAG9Q,"Here is the cast video of my The Black Cauldron Spoof Film, No complaints or dislikes! Enjoy and comment!",0,78,"the,black,cauldron,movie,spoof,parody,crossover,dragon rockz",The Black Cauldron (Dragon Rockz style) cast video,2017-02-11 0:00:00
JbQC_T2PYcY,Borderline,Film & Animation,36586,70,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's the part 10, Yippie, Rukia has been rescued by Ichigo from the wildfire,Well It looks like Ichigo Kurosaki has been joined The Pridelands, At the nighttime, Hiro is having a nightmare about his long lost brother ""Tadashi"" But Shelbourne has been appeared from the first movie, Then Shelbourne morphs into Ichigo Kurosaki, Next morning Ichigo is ready to attack his brother enemy ""Hiro Hamada"", But Ichigo has been failed.No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10,417,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz",The Japanese King 2: Hiro's Pride Part 10 - Ichigo to the Rescue / At Pride Rock / Hiro's Nightmare,2017-02-10 0:00:00
j4mjt66R4CY,Borderline,Film & Animation,33717,63,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's the part 11, It looks like Ichigo and Rukia are having fun with Orville and his brother Wilbur.No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders
Shelbourne (Cloudy With a Chance of Meatballs) as Scar

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",8,289,"the,lion,king,movie,spoof,parody,crossover,sequel,dragon rockz",The Japanese King 2: Hiro's Pride Part 11 - Just Having Fun,2017-02-11 0:00:00
FuaIj4aN7VA,Borderline,Film & Animation,23686,58,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's the part 9, WILDFIRE!!!! RUN FOR YOUR LIFES.No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu
Rukia Kuchiki (Bleach) as Adult Kiara
Alexis Rhodes (Yu-Gi-Oh GX) as Adult Vitani
Various Female Heroes Characters as Pridelanders

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",5,124,"the,lion,king,movie,spoof,parody,crossover,sequel",The Japanese King 2: Hiro's Pride Part 9 - Wildfire!,2017-02-09 0:00:00
38FncbPkhvI,Borderline,Film & Animation,30172,70,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's the part 7, Ichigo Kurosaki is now ready to kill his brother enemy ""Hiro Hamada"".No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira
Various Female Heroes Characters as Outsiders
Rasputin (Anastasia) as Nuka
Jane (Peter Pan 2: Return of the Neverland) as Young Vitani
Ichigo Kurosaki (Bleach) as Adult Kovu

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",9,308,"the,lion,king,movie,spoof,parody,crossover,sequel","The Japanese King 2: Hiro's Pride Part 7 - ""My Lullaby""",2017-02-07 0:00:00
ntxkvM7d_2k,Borderline,Film & Animation,22766,73,UCzPSQlQijuUJhTXW7XHAG9Q,"Here's the part 5, It looks like Melody aka Rukia has been disobeyed by Hiro Hamada, Because She doesnt want to get killed and murdered, Now let's see Hiro is cheering up his sister Melody aka Rukia,What Melody is evolving, Find out on Part 9.No complaints or dislikes! Enjoy and comment!
Cast:
Cale Tucker (Titan A.E.) as Rafiki
Tadashi Hamada (Big Hero 6) as Mufasa
Mushu (Mulan) as Zazu
Hiro Hamada (Big Hero 6) as Simba
Sakura Kinomoto (Cardcaptor Sakura) as Nala
Baby Melody (The Little Mermaid 2: Return of the Sea) as Baby Kiara
Orville (The Rescuers) as Timon
Wilbur (The Rescuers: Down Under) as Pumbaa
Melody (The Little Mermaid 2: Return of the Sea) as Young Kiara
Christopher Robin (Winnie the Pooh) as Young Kovu
Cruella Deville (101 Dalmatians) as Zira

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",8,290,"the,lion,king,movie,spoof,parody,crossover,sequel","The Japanese King 2: Hiro's Pride Part 5 - ""We Are One""",2017-02-05 0:00:00
